clean_file,spec_version,n_ops_original,n_ops_converted,status
S2__dataflowkit.com__1.3__openapi.yaml,3.x,5,5,ok
S2__datumbox.com__1.0__openapi.yaml,3.x,14,14,ok
S2__departureboard.io__2.0__openapi.yaml,3.x,6,6,ok
S2__deutschebahn.com__fasta__2.1__swagger.yaml,2.0,3,3,ok
S2__dev.to__1.0.0__openapi.yaml,3.x,40,40,ok
S2__digitallocker.gov.in__authpartner__1.0.0__openapi.yaml,3.x,22,22,ok
S2__digitalnz.org__3__openapi.yaml,3.x,3,3,ok
S2__digitalocean.com__2.0__openapi.yaml,3.x,290,290,ok
S2__discourse.local__latest__openapi.yaml,3.x,84,84,ok
S2__dnd5eapi.co__0.1__openapi.yaml,3.x,47,47,ok
S2__docker.com__dvp__1.0.0__openapi.yaml,3.x,8,8,ok
S2__docker.com__engine__1.33__openapi.yaml,3.x,103,103,ok
S2__docker.com__hub__beta__openapi.yaml,3.x,26,26,ok
S2__dodo.ac__1.6.0__openapi.yaml,3.x,30,30,ok
S2__domainsdb.info__1.0__openapi.yaml,3.x,14,14,ok
S2__doqs.dev__1.0__openapi.yaml,3.x,14,14,ok
S2__dracoon.team__4.42.3__openapi.yaml,3.x,294,294,ok
S2__drchrono.com__v4 (Hunt Valley)__openapi.yaml,3.x,263,263,ok
S2__e-conomic.com__v20.0.0__openapi.yaml,3.x,98,98,ok
S2__ean-search.org__1.50.0__swagger.yaml,2.0,7,7,ok
S2__ebay.com__buy-browse__v1.1.0__swagger.yaml,2.0,11,11,ok
S2__ebay.com__buy-deal__v1.3.0__openapi.yaml,3.x,4,4,ok
S2__ebay.com__commerce-taxonomy__v1.0.0__swagger.yaml,2.0,8,8,ok
S2__ebay.com__sell-account__v1.9.0__openapi.yaml,3.x,36,36,ok
S2__ebay.com__sell-analytics__1.2.0__openapi.yaml,3.x,4,4,ok
S2__ebay.com__sell-compliance__1.4.1__openapi.yaml,3.x,3,3,ok
S2__ebay.com__sell-feed__v1.3.1__openapi.yaml,3.x,23,23,ok
S2__ebay.com__sell-fulfillment__v1.20.0__openapi.yaml,3.x,15,15,ok
S2__ebay.com__sell-logistics__v1_beta.0.0__openapi.yaml,3.x,6,6,ok
S2__ebay.com__sell-marketing__v1.15.0__openapi.yaml,3.x,69,69,ok
S2__ebay.com__sell-metadata__v1.6.0__openapi.yaml,3.x,8,8,ok
S2__ebi.ac.uk__1.0__swagger.yaml,2.0,13,13,ok
S2__edrv.io__v1__openapi.yaml,3.x,57,57,ok
S2__elevenlabs.io__1.0__openapi.yaml,3.x,19,19,ok
S2__elmah.io__v3__openapi.yaml,3.x,22,22,ok
S2__enode.io__1.3.10__openapi.yaml,3.x,28,28,ok
S2__eos.local__1.0.0__openapi.yaml,3.x,4,4,ok
S2__epa.gov__air__2019.10.15__swagger.yaml,2.0,16,16,ok
S2__epa.gov__case__1.0.0__swagger.yaml,2.0,22,22,ok
S2__epa.gov__cwa__2019.10.15__swagger.yaml,2.0,36,36,ok
S2__epa.gov__dfr__0.0.0__swagger.yaml,2.0,94,94,ok
S2__epa.gov__echo__2019.10.15__swagger.yaml,2.0,16,16,ok
S2__epa.gov__rcra__2019.10.15__swagger.yaml,2.0,16,16,ok
S2__epa.gov__sdw__2019.10.15__swagger.yaml,2.0,8,8,ok
S2__etherpad.local__1.2.15__openapi.yaml,3.x,96,96,ok
S2__etsi.local__MEC010-2_AppPkgMgmt__2.1.1__openapi.yaml,3.x,16,16,ok
S2__europeana.eu__version unknown__swagger.yaml,2.0,9,9,ok
S2__evemarketer.com__1.0.1__swagger.yaml,2.0,4,4,ok
S2__exavault.com__2.0__openapi.yaml,3.x,59,59,ok
S2__exhibitday.com__v1__swagger.yaml,2.0,23,23,ok
S2__exlibrisgroup.com__tasklists__1.0__openapi.yaml,3.x,10,10,ok
S2__exoapi.dev__1.0.0__openapi.yaml,3.x,4,4,ok
S2__extendsclass.com__json-storage__0.1__openapi.yaml,3.x,5,5,ok
S2__facecheck.id__v1.02__openapi.yaml,3.x,4,4,ok
S2__fec.gov__1.0__openapi.yaml,3.x,92,92,ok
S2__figshare.com__2.0.0__openapi.yaml,3.x,136,136,ok
S2__files.com__0.0.1__openapi.yaml,3.x,222,222,ok
S2__fire.com__1.0__openapi.yaml,3.x,42,42,ok
S2__firmalyzer.com__iotvas__1.0__openapi.yaml,3.x,8,8,ok
S2__flat.io__2.13.0__openapi.yaml,3.x,81,81,ok
S2__formapi.io__v1__openapi.yaml,3.x,35,35,ok
S2__frankiefinancial.io__1.5.3__swagger.yaml,2.0,46,46,ok
S2__fulfillment.com__2.0__openapi.yaml,3.x,13,13,ok
S2__fungenerators.com__barcode__1.5__openapi.yaml,3.x,4,4,ok
S2__fungenerators.com__fake-identity__1.5__swagger.yaml,2.0,12,12,ok
S2__fungenerators.com__lottery__1.5__swagger.yaml,2.0,3,3,ok
S2__fungenerators.com__pirate__1.5__openapi.yaml,3.x,4,4,ok
S2__fungenerators.com__random-facts__1.5__openapi.yaml,3.x,12,12,ok
S2__fungenerators.com__riddle__1.5__openapi.yaml,3.x,6,6,ok
S2__fungenerators.com__shakespeare__1.5__openapi.yaml,3.x,5,5,ok
S2__fungenerators.com__uuid__1.5__openapi.yaml,3.x,3,3,ok
S2__funtranslations.com__braile__2.3__swagger.yaml,2.0,5,5,ok
S2__funtranslations.com__index__2.3__swagger.yaml,2.0,36,36,ok
S2__funtranslations.com__starwars__2.3__swagger.yaml,2.0,6,6,ok
S2__gambitcomm.local__mimic__21.00__openapi.yaml,3.x,356,356,ok
S2__gamesparks.net__game-details__v2__openapi.yaml,3.x,76,76,ok
S2__geodesystems.com__1.0.0__openapi.yaml,3.x,241,241,ok
S2__gerermesaffaires.com__1.0.6__openapi.yaml,3.x,280,280,ok
S2__getpostman.com__1.20.0__openapi.yaml,3.x,57,57,ok
S2__getsandbox.com__v1__swagger.yaml,2.0,9,9,ok
S2__gettyimages.com__3__openapi.yaml,3.x,52,52,ok
S2__giphy.com__1.0__openapi.yaml,3.x,10,10,ok
S2__gitea.io__1.20.0+dev-539-g5e389228f__openapi.yaml,3.x,345,345,ok
S2__github.com__api.github.com.2022-11-28__1.1.4__openapi.yaml,3.x,845,845,ok
S2__github.com__api.github.com__1.1.4__openapi.yaml,3.x,845,845,ok
S2__github.com__ghes-2.18__1.1.4__openapi.yaml,3.x,509,509,ok
S2__github.com__v0.1__openapi.yaml,3.x,29,29,ok
S2__goog.io__0.1.0__openapi.yaml,3.x,6,6,ok
S2__google.com__v3__openapi.yaml,3.x,23,23,ok
S2__google.home__2.0__openapi.yaml,3.x,30,30,ok
S2__googleapis.com__accessapproval__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__accesscontextmanager__v1__openapi.yaml,3.x,22,22,ok
S2__googleapis.com__adexchangebuyer__v1.4__openapi.yaml,3.x,38,38,ok
S2__googleapis.com__admin__datatransfer_v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__admob__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__adsense__v1.4__openapi.yaml,3.x,39,39,ok
S2__googleapis.com__adsense__v2__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__adsensehost__v4.1__openapi.yaml,3.x,26,26,ok
S2__googleapis.com__advisorynotifications__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__aiplatform__v1beta1__openapi.yaml,3.x,173,173,ok
S2__googleapis.com__alertcenter__v1beta1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__alloydb__v1__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__analytics__v3__openapi.yaml,3.x,88,88,ok
S2__googleapis.com__analyticsadmin__v1alpha__openapi.yaml,3.x,67,67,ok
S2__googleapis.com__analyticsdata__v1beta__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__analyticshub__v1beta1__openapi.yaml,3.x,12,12,ok
S2__googleapis.com__androiddeviceprovisioning__v1__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__androidenterprise__v1__openapi.yaml,3.x,76,76,ok
S2__googleapis.com__androidmanagement__v1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__androidpublisher__v3__openapi.yaml,3.x,111,111,ok
S2__googleapis.com__apigateway__v1alpha2__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__apigee__v1__openapi.yaml,3.x,120,120,ok
S2__googleapis.com__apigeeregistry__v1__openapi.yaml,3.x,26,26,ok
S2__googleapis.com__apikeys__v2__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__appengine__v1__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__apphub__v1__openapi.yaml,3.x,21,21,ok
S2__googleapis.com__area120tables__v1alpha1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__artifactregistry__v1beta2__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__assuredworkloads__v1beta1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__authorizedbuyersmarketplace__v1__openapi.yaml,3.x,27,27,ok
S2__googleapis.com__automl__v1beta1__openapi.yaml,3.x,25,25,ok
S2__googleapis.com__backupdr__v1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__baremetalsolution__v2__openapi.yaml,3.x,30,30,ok
S2__googleapis.com__batch__v1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__beyondcorp__v1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__biglake__v1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__bigquery__v2__openapi.yaml,3.x,37,37,ok
S2__googleapis.com__bigqueryconnection__v1beta1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__bigquerydatapolicy__v1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__bigquerydatatransfer__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__bigqueryreservation__v1beta1__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__bigtableadmin__v2__openapi.yaml,3.x,27,27,ok
S2__googleapis.com__billingbudgets__v1beta1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__binaryauthorization__v1beta1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__blockchainnodeengine__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__blogger__v3__openapi.yaml,3.x,33,33,ok
S2__googleapis.com__books__v1__openapi.yaml,3.x,51,51,ok
S2__googleapis.com__businessprofileperformance__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__calendar__v3__openapi.yaml,3.x,37,37,ok
S2__googleapis.com__certificatemanager__v1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__chat__v1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__checks__v1alpha__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__chromemanagement__v1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__chromepolicy__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__civicinfo__v2__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__classroom__v1__openapi.yaml,3.x,61,61,ok
S2__googleapis.com__cloudasset__v1beta1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__cloudbilling__v1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__cloudbuild__v2__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__cloudchannel__v1__openapi.yaml,3.x,43,43,ok
S2__googleapis.com__clouddebugger__v2__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__clouddeploy__v1__openapi.yaml,3.x,30,30,ok
S2__googleapis.com__clouderrorreporting__v1beta1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__cloudfunctions__v2__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__cloudidentity__v1beta1__openapi.yaml,3.x,35,35,ok
S2__googleapis.com__cloudiot__v1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__cloudkms__v1__openapi.yaml,3.x,31,31,ok
S2__googleapis.com__cloudprofiler__v2__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__cloudresourcemanager__v3__openapi.yaml,3.x,28,28,ok
S2__googleapis.com__cloudscheduler__v1beta1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__cloudsearch__v1__openapi.yaml,3.x,44,44,ok
S2__googleapis.com__cloudshell__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__cloudsupport__v2__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__cloudtasks__v2beta3__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__cloudtrace__v2beta1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__composer__v1beta1__openapi.yaml,3.x,22,22,ok
S2__googleapis.com__compute__v1__openapi.yaml,3.x,758,758,ok
S2__googleapis.com__connectors__v2__openapi.yaml,3.x,15,15,ok
S2__googleapis.com__contactcenteraiplatform__v1alpha1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__contactcenterinsights__v1__openapi.yaml,3.x,27,27,ok
S2__googleapis.com__container__v1beta1__openapi.yaml,3.x,62,62,ok
S2__googleapis.com__containeranalysis__v1alpha1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__content__v2.1__openapi.yaml,3.x,175,175,ok
S2__googleapis.com__contentwarehouse__v1__openapi.yaml,3.x,22,22,ok
S2__googleapis.com__datacatalog__v1beta1__openapi.yaml,3.x,23,23,ok
S2__googleapis.com__dataflow__v1b3__openapi.yaml,3.x,41,41,ok
S2__googleapis.com__dataform__v1beta1__openapi.yaml,3.x,43,43,ok
S2__googleapis.com__datafusion__v1beta1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__datalabeling__v1beta1__openapi.yaml,3.x,28,28,ok
S2__googleapis.com__datalineage__v1__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__datamigration__v1beta1__openapi.yaml,3.x,20,20,ok
S2__googleapis.com__datapipelines__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__dataplex__v1__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__dataportability__v1beta__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__dataproc__v1__openapi.yaml,3.x,41,41,ok
S2__googleapis.com__datastore__v1beta3__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__datastream__v1alpha1__openapi.yaml,3.x,20,20,ok
S2__googleapis.com__deploymentmanager__v2__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__dfareporting__v4__openapi.yaml,3.x,209,209,ok
S2__googleapis.com__dialogflow__v3beta1__openapi.yaml,3.x,63,63,ok
S2__googleapis.com__digitalassetlinks__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__discoveryengine__v1alpha__openapi.yaml,3.x,44,44,ok
S2__googleapis.com__displayvideo__v4__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__dlp__v2__openapi.yaml,3.x,28,28,ok
S2__googleapis.com__dns__v2__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__docs__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__documentai__v1beta3__openapi.yaml,3.x,26,26,ok
S2__googleapis.com__domains__v1alpha2__openapi.yaml,3.x,22,22,ok
S2__googleapis.com__domainsrdap__v1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__doubleclickbidmanager__v2__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__doubleclicksearch__v2__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__drive__v3__openapi.yaml,3.x,50,50,ok
S2__googleapis.com__drivelabels__v2__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__essentialcontacts__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__eventarc__v1beta1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__factchecktools__v1alpha1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__file__v1beta1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__firebase__v1beta1__openapi.yaml,3.x,21,21,ok
S2__googleapis.com__firebaseappcheck__v1__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__firebaseappdistribution__v1__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__firebasedatabase__v1beta__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__firebasedynamiclinks__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__firebasehosting__v1beta1__openapi.yaml,3.x,21,21,ok
S2__googleapis.com__firebaseml__v1beta2__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__firebaserules__v1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__firebasestorage__v1beta__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__firestore__v1beta2__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__fitness__v1__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__forms__v1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__gamesConfiguration__v1configuration__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__gamesManagement__v1management__openapi.yaml,3.x,18,18,ok
S2__googleapis.com__games__v1__openapi.yaml,3.x,35,35,ok
S2__googleapis.com__gameservices__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__genomics__v2alpha1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__gkebackup__v1__openapi.yaml,3.x,19,19,ok
S2__googleapis.com__gkehub__v2alpha__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__gkeonprem__v1__openapi.yaml,3.x,30,30,ok
S2__googleapis.com__gmail__v1__openapi.yaml,3.x,79,79,ok
S2__googleapis.com__gmailpostmastertools__v1beta1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__groupssettings__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__healthcare__v1beta1__openapi.yaml,3.x,83,83,ok
S2__googleapis.com__homegraph__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__iam__v2__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__iamcredentials__v1__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__iap__v1beta1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__ideahub__v1alpha__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__identitytoolkit__v2__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__identitytoolkit__v3__openapi.yaml,3.x,20,20,ok
S2__googleapis.com__ids__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__integrations__v1__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__jobs__v4__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__keep__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__kmsinventory__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__language__v2__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__libraryagent__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__licensing__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__lifesciences__v2beta__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__logging__v2__openapi.yaml,3.x,42,42,ok
S2__googleapis.com__looker__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__managedidentities__v1alpha1__openapi.yaml,3.x,29,29,ok
S2__googleapis.com__manufacturers__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__marketingplatformadmin__v1alpha__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__memcache__v1beta2__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__metastore__v1__openapi.yaml,3.x,23,23,ok
S2__googleapis.com__migrationcenter__v1alpha1__openapi.yaml,3.x,30,30,ok
S2__googleapis.com__ml__v1__openapi.yaml,3.x,29,29,ok
S2__googleapis.com__monitoring__v3__openapi.yaml,3.x,32,32,ok
S2__googleapis.com__my-business__v4__openapi.yaml,3.x,50,50,ok
S2__googleapis.com__mybusinessaccountmanagement__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__mybusinessbusinesscalls__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__mybusinessbusinessinformation__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__mybusinesslodging__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__mybusinessplaceactions__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__mybusinessqanda__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__mybusinessverifications__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__networkconnectivity__v1alpha1__openapi.yaml,3.x,15,15,ok
S2__googleapis.com__networkmanagement__v1beta1__openapi.yaml,3.x,12,12,ok
S2__googleapis.com__networksecurity__v1beta1__openapi.yaml,3.x,37,37,ok
S2__googleapis.com__networkservices__v1beta1__openapi.yaml,3.x,31,31,ok
S2__googleapis.com__notebooks__v2__openapi.yaml,3.x,22,22,ok
S2__googleapis.com__oauth2__v2__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__ondemandscanning__v1beta1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__orgpolicy__v2__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__osconfig__v1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__oslogin__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__paymentsresellersubscription__v1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__people__v1__openapi.yaml,3.x,23,23,ok
S2__googleapis.com__places__v1__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__playablelocations__v3__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__playdeveloperreporting__v1alpha1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__plus__v1__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__policysimulator__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__poly__v1__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__privateca__v1beta1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__prod_tt_sasportal__v1alpha1__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__proximitybeacon__v1beta1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__pubsub__v1beta2__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__pubsublite__v1__openapi.yaml,3.x,20,20,ok
S2__googleapis.com__rapidmigrationassessment__v1__openapi.yaml,3.x,12,12,ok
S2__googleapis.com__readerrevenuesubscriptionlinking__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__realtimebidding__v1__openapi.yaml,3.x,28,28,ok
S2__googleapis.com__recaptchaenterprise__v1__openapi.yaml,3.x,15,15,ok
S2__googleapis.com__recommendationengine__v1beta1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__recommender__v1beta1__openapi.yaml,3.x,12,12,ok
S2__googleapis.com__redis__v1beta1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__remotebuildexecution__v1alpha__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__reseller__v1__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__resourcesettings__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__retail__v2__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__run__v2__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__runtimeconfig__v1beta1__openapi.yaml,3.x,13,13,ok
S2__googleapis.com__safebrowsing__v4__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__sasportal__v1alpha1__openapi.yaml,3.x,24,24,ok
S2__googleapis.com__script__v1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__searchads360__v0__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__searchconsole__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__secretmanager__v1beta1__openapi.yaml,3.x,15,15,ok
S2__googleapis.com__securitycenter__v1beta2__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__serviceconsumermanagement__v1beta1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__servicecontrol__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__servicedirectory__v1beta1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__servicemanagement__v1__openapi.yaml,3.x,19,19,ok
S2__googleapis.com__servicenetworking__v1__openapi.yaml,3.x,25,25,ok
S2__googleapis.com__serviceusage__v1beta1__openapi.yaml,3.x,16,16,ok
S2__googleapis.com__sheets__v4__openapi.yaml,3.x,17,17,ok
S2__googleapis.com__siteVerification__v1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__slides__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__smartdevicemanagement__v1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__sourcerepo__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__spanner__v1__openapi.yaml,3.x,40,40,ok
S2__googleapis.com__speech__v1p1beta1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__sql__v1beta4__openapi.yaml,3.x,58,58,ok
S2__googleapis.com__storage__v1beta2__openapi.yaml,3.x,34,34,ok
S2__googleapis.com__storagetransfer__v1__openapi.yaml,3.x,15,15,ok
S2__googleapis.com__streetviewpublish__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__sts__v1__openapi.yaml,3.x,3,3,ok
S2__googleapis.com__tagmanager__v2__openapi.yaml,3.x,54,54,ok
S2__googleapis.com__tasks__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__testing__v1__openapi.yaml,3.x,10,10,ok
S2__googleapis.com__texttospeech__v1beta1__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__toolresults__v1beta3__openapi.yaml,3.x,29,29,ok
S2__googleapis.com__tpu__v2alpha1__openapi.yaml,3.x,19,19,ok
S2__googleapis.com__transcoder__v1beta1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__translate__v2__openapi.yaml,3.x,5,5,ok
S2__googleapis.com__translate__v3beta1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__vault__v1__openapi.yaml,3.x,32,32,ok
S2__googleapis.com__versionhistory__v1__openapi.yaml,3.x,4,4,ok
S2__googleapis.com__videointelligence__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__vision__v1p2beta1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__vmmigration__v1alpha1__openapi.yaml,3.x,34,34,ok
S2__googleapis.com__vmwareengine__v1__openapi.yaml,3.x,43,43,ok
S2__googleapis.com__vpcaccess__v1beta1__openapi.yaml,3.x,7,7,ok
S2__googleapis.com__walletobjects__v1__openapi.yaml,3.x,97,97,ok
S2__googleapis.com__webmasters__v3__openapi.yaml,3.x,9,9,ok
S2__googleapis.com__webrisk__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__websecurityscanner__v1__openapi.yaml,3.x,11,11,ok
S2__googleapis.com__workflowexecutions__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__workflows__v1__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__workloadmanager__v1__openapi.yaml,3.x,14,14,ok
S2__googleapis.com__workspaceevents__v1__openapi.yaml,3.x,6,6,ok
S2__googleapis.com__workstations__v1__openapi.yaml,3.x,20,20,ok
S2__googleapis.com__youtubeAnalytics__v2__openapi.yaml,3.x,8,8,ok
S2__googleapis.com__youtube__v3__openapi.yaml,3.x,80,80,ok
S2__googleapis.com__youtubereporting__v1__openapi.yaml,3.x,8,8,ok
S2__gov.bc.ca__bcdc__3.0.1__openapi.yaml,3.x,22,22,ok
S2__gov.bc.ca__bcgnws__3.x.x__openapi.yaml,3.x,14,14,ok
S2__gov.bc.ca__geocoder__2.0.0__openapi.yaml,3.x,16,16,ok
S2__gov.bc.ca__geomark__4.1.2__openapi.yaml,3.x,7,7,ok
S2__gov.bc.ca__gwells__v1__openapi.yaml,3.x,24,24,ok
S2__gov.bc.ca__jobposting__1.0.0__openapi.yaml,3.x,5,5,ok
S2__gov.bc.ca__open511__1.0.0__openapi.yaml,3.x,4,4,ok
